subject, predicate, object, confidence, evidence_count, pmids, sentences
"CHEMBL4298081", "UPREGULATES", "ENSEMBL:ENSG00000185591", 0.8205, 1, ["10714768"], ["We showed previously that the addition of exogenous hepatocyte growth factor (HGF) and the presence of fibronectin fibrils stimulate anchorage-independent colony growth of a murine mammary carcinoma, SP1, which expresses both HGF and HGF receptor (Met; R. "]
"CHEMBL4298081", "UPREGULATES", "ENSEMBL:ENSG00000105976", 1.0, 8, ["10714768", "18262389", "19850646", "21687953", "22789825"], ["Under these conditions, the addition of HGF stimulates tyrosine phosphorylation of Met and restores survival of carcinoma cells. ", "Exogenous HGF treatment effectively enhanced the phosphorylation and activation of c-Met in cultured hippocampal neurons at 4 days in vitro. ", "Analysis by real-time PCR and western blot showed that after an EGF but not HGF or insulin-like growth factor-I treatment, HC11 mammary cells exhibited an increase in MET expression at both the mRNA and protein levels, which was dependent on the AKT pathway. ", "Here, we report that i) treatment of RL95-2 cells with HGF resulted in phosphorylation of the HGF receptor c-Met, activation of Akt and IκB, translocation of NF-κB into the nucleus, and up-regulation of COX-2 mRNA; ii) the IκB-α phosphorylation inhibitor BAY11-7082 and the selective COX-2 inhibitor CAY10452 blocked HGF-mediated anoikis resistance in RL95-2 cells; and iii) HGF induced migration and invasion in RL95-2 cells, while the phosphatidylinositol 3-kinase (PI3K) inhibitor LY294002 and CAY", "We recently reported that hepatocyte growth factor (HGF) induces resistance to EGFR-TKIs by activating the Met/PI3K pathway. "]
"CHEMBL4298081", "UPREGULATES", "HGNC_GENE_FAMILY:831", 1.0, 3, ["10714768", "15522281", "21687953"], ["We now show in detached cells a cooperative effect of HGF and FN in the activation of PI 3-kinase and on the phosphorylation of PKB/Akt at serine 473. ", "The antiapoptotic effect of HGF was mediated by activation of PI3-kinase/Akt pathway.", "Our data suggest that HGF possesses chemotactic ability, has anti-apoptosis action, and induces cellular infiltration via the PI3K/Akt pathway; it also triggers NF-κB activation and up-regulates COX-2 gene expression in endometrial cancer cells."]
"CHEMBL1232562", "UPREGULATES", "ENSEMBL:ENSG00000173826", 1.0, 1, ["10734216"], ["Ergosterol starvation leads to an 8-16-fold increase in ERG2 gene expression. "]
"CHEMBL279115", "UPREGULATES", "HGNC_GENE_FAMILY:1156", 1.0, 4, ["10915787", "10915787", "10915787", "10915787"], ["Treatment of leukemic cells with phorbol 12-myristate 13-acetate (PMA) induces a short-lived phosphorylation and activation of stress-activated protein kinase (SAPK) and cellular differentiation. ", "Treatment of leukemic cells with phorbol 12-myristate 13-acetate (PMA) induces a short-lived phosphorylation and activation of stress-activated protein kinase (SAPK) and cellular differentiation. ", "Treatment of leukemic cells with phorbol 12-myristate 13-acetate (PMA) induces a short-lived phosphorylation and activation of stress-activated protein kinase (SAPK) and cellular differentiation. ", "Treatment of leukemic cells with phorbol 12-myristate 13-acetate (PMA) induces a short-lived phosphorylation and activation of stress-activated protein kinase (SAPK) and cellular differentiation. "]
"CHEMBL55643", "UPREGULATES", "ENSEMBL:ENSG00000159640", 0.7543, 1, ["10922376"], ["In Saccharomyces cerevisiae, copper ions regulate gene expression through the two transcriptional activators, Ace1 and Mac1. "]
"CHEMBL55643", "UPREGULATES", "ENSEMBL:ENSG00000052850", 1.0, 1, ["10922376"], ["Elevated copper levels induced the expression of the metallothioneins CUP1 and CRS5 and two genes, FET3 and FTR1, in the iron uptake system. "]
"CHEMBL50", "UPREGULATES", "ENSEMBL:ENSG00000077097", 0.8431, 1, ["10972088"], ["Luteolin and quercetin inhibited the growth of Leishmania donovani promastigotes and amastigotes in vitro, inhibited DNA synthesis in promastigotes, and promoted topoisomerase-II-mediated linearization of kDNA minicircles. "]
"CHEMBL38", "UPREGULATES", "ENSEMBL:ENSG00000148773", 1.0, 1, ["11078926"], ["The results indicate that administration of thyroid hormone and retinoic acid increases the expression of Ki67, a nuclear antigen associated with cell proliferation, and of nestin, a marker protein for precursor cells in the subventricular zone of adult male rats. "]
"CHEMBL38", "UPREGULATES", "ENSEMBL:ENSG00000132688", 1.0, 1, ["11078926"], ["The results indicate that administration of thyroid hormone and retinoic acid increases the expression of Ki67, a nuclear antigen associated with cell proliferation, and of nestin, a marker protein for precursor cells in the subventricular zone of adult male rats. "]
"CHEMBL1201564", "UPREGULATES", "HGNC_GENE_FAMILY:468", 1.0, 1, ["11101869"], ["Interferon gamma promoted caspase up-regulation and CD95-induced apoptosis in HT thyrocytes, whereas interleukin 4 and interleukin 10 protected GD thyrocytes by potent up-regulation of cFLIP and Bcl-xL, which prevented CD95-induced apoptosis in sensitized thyrocytes. "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000100030", 1.0, 4, ["11164895", "11164895", "11164895", "24289081"], ["We previously demonstrated that stimulation of human T-lymphocytes with calcium ionophores induced the phosphorylation and enzymatic activation of ERK2. ", "To further elucidate the mechanism by which calcium-induced ERK activation occurs, we used the CaM-kinase inhibitor KN-93 and an inactive analog of KN-93 (KN-92). ", "To determine if p56(Lck) was involved in calcium-induced ERK activation, we stimulated the p56(Lck) negative Jurkat cell derivatives, J.CaM1.6 and J.CaM1/Rep3, with ionomycin. ", "Calcium paradox was found to markedly activate members of the MAPKs (p43-ERK, JNKs, p38-MAPK). "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000102882", 1.0, 4, ["11164895", "11164895", "19700217", "19700217"], ["We now report on the mechanism by which calcium-ionophore-induced activation of ERK1 and 2 occurs in these cells. ", "Our data suggests that increases in intracellular calcium induce the activation of ERK1 and 2 in human T lymphocytes via sequential activation of CaM-kinase and phosphorylation of p56(Lck).", "The release of calcium triggered the production of ROS, which further enhances calcium overloading and subsequently activates p38, JNK and ERK1/2. ", "The release of calcium triggered the production of ROS, which further enhances calcium overloading and subsequently activates p38, JNK and ERK1/2. "]
"CHEMBL501617", "UPREGULATES", "ENSEMBL:ENSG00000102882", 1.0, 2, ["11164895", "11164895"], ["KN-93, but not KN-92, blocked ionomycin-induced activation of ERK1 and 2 in human T lymphocytes. ", "When J.CaM1 cells were reconstituted with p56(Lck), ionomycin induced ERK1 and 2 activation. "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000100764", 0.8365, 1, ["11164895"], ["To determine if p56(Lck) was involved in calcium-induced ERK activation, we stimulated the p56(Lck) negative Jurkat cell derivatives, J.CaM1.6 and J.CaM1/Rep3, with ionomycin. "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000182866", 0.9998, 2, ["11164895", "11164895"], ["To determine if p56(Lck) was involved in calcium-induced ERK activation, we stimulated the p56(Lck) negative Jurkat cell derivatives, J.CaM1.6 and J.CaM1/Rep3, with ionomycin. ", "Our data suggests that increases in intracellular calcium induce the activation of ERK1 and 2 in human T lymphocytes via sequential activation of CaM-kinase and phosphorylation of p56(Lck)."]
"CHEMBL501617", "UPREGULATES", "ENSEMBL:ENSG00000100030", 1.0, 1, ["11164895"], ["Treatment of Jurkat cells with the MEK inhibitor PD98059 blocked ionomycin-induced ERK activation, but not the shift in the mobility of p56(Lck). "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000004660", 1.0, 1, ["11164895"], ["Our data suggests that increases in intracellular calcium induce the activation of ERK1 and 2 in human T lymphocytes via sequential activation of CaM-kinase and phosphorylation of p56(Lck)."]
"CHEMBL96926", "UPREGULATES", "ENSEMBL:ENSG00000134333", 1.0, 1, ["11248432"], ["Pretreatment with the pan-caspase inhibitor Z-D-DCB prevented the thapsigargin-mediated increase in LDH release. "]
"CHEMBL96926", "UPREGULATES", "ENSEMBL:ENSG00000164305", 0.9997, 1, ["11248432"], ["Furthermore, thapsigargin-induced caspase-3-like activation, demonstrated by poly(ADP)ribose polymerase cleavage and pro-caspase-3 processing, was elevated in the presence of KN93."]
"CHEMBL2108314", "UPREGULATES", "ENSEMBL:ENSG00000111640", 0.9305, 1, ["11262416"], ["EGF or ammonia prolonged the half-life of glyceraldehyde-3-phosphate dehydrogenase, a classic substrate for chaperone-mediated autophagy, by more than 90%, whereas transforming growth factor beta1 did not. "]
"CHEMBL1160819", "UPREGULATES", "ENSEMBL:ENSG00000111640", 0.9981, 1, ["11262416"], ["EGF or ammonia prolonged the half-life of glyceraldehyde-3-phosphate dehydrogenase, a classic substrate for chaperone-mediated autophagy, by more than 90%, whereas transforming growth factor beta1 did not. "]
"CHEMBL2108314", "UPREGULATES", "ENSEMBL:ENSG00000119950", 0.9999, 1, ["11262416"], ["EGF caused a similar increase in the half-life of the KFERQ-containing paired box-related transcription factor, Pax2. "]
"CHEMBL2108314", "UPREGULATES", "ENSEMBL:ENSG00000075891", 1.0, 1, ["11262416"], ["EGF caused a similar increase in the half-life of the KFERQ-containing paired box-related transcription factor, Pax2. "]
"CHEMBL1160819", "UPREGULATES", "ENSEMBL:ENSG00000075891", 1.0, 1, ["11262416"], ["Ammonia also increased the level of the Pax2 protein. "]
"CHEMBL124518", "UPREGULATES", "ENSEMBL:ENSG00000167371", 1.0, 1, ["11313339"], ["We demonstrate that in human choriocarcinoma BeWo cells, the PKC activator 12-O-tetradecanoyl phorbol 13-acetate and PKC inhibitor bisindolylmaleimide reciprocally down- and up-regulate, respectively, TEF-mediated GGAATG core enhancer activity. "]
"CHEMBL71595", "UPREGULATES", "HGNC_GENE_FAMILY:1257", 1.0, 1, ["11313966"], ["We found that the ability of hydrogen peroxide (H(2)O(2)) to induce JNK activation varied in different cell types. "]
"CHEMBL399491", "UPREGULATES", "HGNC_GENE_FAMILY:1257", 1.0, 4, ["11313966", "11313966", "11313966", "11313966"], ["Pyrrolidine dithiocarbamate (PDTC), a presumed antioxidant, induced JNK activation on its own and enhanced JNK activation by H(2)O(2) in many cell types, including Jurkat, HEK293, and LNCaP and Tsu-Pr1 prostate cancer cells. ", "Pyrrolidine dithiocarbamate (PDTC), a presumed antioxidant, induced JNK activation on its own and enhanced JNK activation by H(2)O(2) in many cell types, including Jurkat, HEK293, and LNCaP and Tsu-Pr1 prostate cancer cells. ", "Pyrrolidine dithiocarbamate (PDTC), a presumed antioxidant, induced JNK activation on its own and enhanced JNK activation by H(2)O(2) in many cell types, including Jurkat, HEK293, and LNCaP and Tsu-Pr1 prostate cancer cells. ", "Pyrrolidine dithiocarbamate (PDTC), a presumed antioxidant, induced JNK activation on its own and enhanced JNK activation by H(2)O(2) in many cell types, including Jurkat, HEK293, and LNCaP and Tsu-Pr1 prostate cancer cells. "]
"CHEMBL265582", "UPREGULATES", "ENSEMBL:ENSG00000254647", 0.9999, 1, ["11334412"], ["The insulin resistance induced by TNF-alpha is antagonized by thiazolidinediones (TZDs), a new class of insulin-sensitizing drugs. "]
"CHEMBL595", "UPREGULATES", "ENSEMBL:ENSG00000254647", 0.8421, 3, ["11334412", "11334412", "8914439"], ["Pioglitazone restored insulin-stimulated 2-deoxyglucose (DOG) uptake, which was reduced by TNF-alpha, with concomitant restorations in tyrosine phosphorylation and protein levels of insulin receptor (IR) and insulin receptor substrate (IRS)-1, as well as association of the p85 regulatory subunit of phosphatidylinositol (PI) 3-kinase with IRS-1 and PI 3-kinase activity. ", "These results indicate that the ability of pioglitazone to restore insulin-stimulated tyrosine phosphorylation of IR/IRS-1, which is necessary for amelioration of TNF-alpha-induced insulin resistance, may be independent of the adipogenic activity of PPAR-gamma that regulates protein levels of IR/IRS-1.", "New insulin sensitizers, such as troglitazone and pioglitazone, improve insulin-mediated glucose disposal by enhancing tissue sensitivity to the actions of insulin and reversing the insulin resistance, characteristic of NIDDM. "]
"CHEMBL595", "UPREGULATES", "ENSEMBL:ENSG00000171105", 0.9927, 2, ["11334412", "11334412"], ["Pioglitazone restored insulin-stimulated 2-deoxyglucose (DOG) uptake, which was reduced by TNF-alpha, with concomitant restorations in tyrosine phosphorylation and protein levels of insulin receptor (IR) and insulin receptor substrate (IRS)-1, as well as association of the p85 regulatory subunit of phosphatidylinositol (PI) 3-kinase with IRS-1 and PI 3-kinase activity. ", "Pioglitazone restored insulin-stimulated 2-deoxyglucose (DOG) uptake, which was reduced by TNF-alpha, with concomitant restorations in tyrosine phosphorylation and protein levels of insulin receptor (IR) and insulin receptor substrate (IRS)-1, as well as association of the p85 regulatory subunit of phosphatidylinositol (PI) 3-kinase with IRS-1 and PI 3-kinase activity. "]
"CHEMBL595", "UPREGULATES", "ENSEMBL:ENSG00000006453", 0.9914, 1, ["11334412"], ["Pioglitazone restored insulin-stimulated 2-deoxyglucose (DOG) uptake, which was reduced by TNF-alpha, with concomitant restorations in tyrosine phosphorylation and protein levels of insulin receptor (IR) and insulin receptor substrate (IRS)-1, as well as association of the p85 regulatory subunit of phosphatidylinositol (PI) 3-kinase with IRS-1 and PI 3-kinase activity. "]
"CHEMBL52606", "UPREGULATES", "ENSEMBL:ENSG00000164742", 1.0, 9, ["11502581", "19748893", "21085923", "21400214", "22231731"], ["Forskolin, an activator of adenylyl cyclase, increased the frequency of Ca(2+) sparks and transient BK currents in cerebral arteries from control mice. ", "Forskolin, which like AlF(4)(-) activates adenylate cyclase, did not redistribute perilipin 3, but when added together with AlF(4)(-) perilipin 3 was recruited to lipid droplets rather than the ER. ", "Forskolin, an adenyl cyclase activator, conferred similar effects. ", "Forskolin, an adenylyl cyclase activator, could confer similar effect. ", "Forskolin, an adenyl cyclase activator, conferred a similar effect. "]
"CHEMBL117021", "UPREGULATES", "ENSEMBL:ENSG00000070831", 1.0, 2, ["11591323", "11591323"], ["We show that serum and the serum lipid, lysophosphatidic acid (LPA), increased Cdc42 GTP levels and triggered MTOC reorientation in serum-starved wounded monolayers of 3T3 fibroblasts. ", "We show that serum and the serum lipid, lysophosphatidic acid (LPA), increased Cdc42 GTP levels and triggered MTOC reorientation in serum-starved wounded monolayers of 3T3 fibroblasts. "]
"CHEMBL117021", "UPREGULATES", "ENSEMBL:ENSG00000163914", 0.9999, 1, ["11591323"], ["LPA also stimulates a Rho/mDia pathway that selectively stabilizes MTs in the leading edge [5, 6]; however, activators and inhibitors of MTOC reorientation and MT stabilization showed that each response was regulated independently. "]
"CHEMBL5072826", "UPREGULATES", "ENSEMBL:ENSG00000107758", 1.0, 3, ["11592964", "21295458", "21295458"], ["Treatment of intact T cells with the BTP compounds prior to calcium ionophore-induced activation of CaN caused NFAT to remain in a highly phosphorylated state. ", "Recent data suggest that calcium-mediated hyperactivation of calcineurin (CaN), a key phosphatase in the brain, triggers synaptic dysfunction and neuronal death, the two central events responsible for brain degeneration in neurodegenerative diseases. ", "Recent data suggest that calcium-mediated hyperactivation of calcineurin (CaN), a key phosphatase in the brain, triggers synaptic dysfunction and neuronal death, the two central events responsible for brain degeneration in neurodegenerative diseases. "]
"CHEMBL5072826", "UPREGULATES", "HGNC_GENE_FAMILY:665", 0.9999, 1, ["11592964"], ["Treatment of intact T cells with the BTP compounds prior to calcium ionophore-induced activation of CaN caused NFAT to remain in a highly phosphorylated state. "]
"CHEMBL116438", "UPREGULATES", "ENSEMBL:ENSG00000087088", 1.0, 1, ["11676493"], ["Probing further into the molecular signals leading to apoptosis of EAC cells, we observed that curcumin is causing tumor cell death by the up-regulation of the proto-oncoprotein Bax, release of cytochrome c from the mitochondria, and activation of caspase-3. "]
"CHEMBL53463", "UPREGULATES", "ENSEMBL:ENSG00000109320", 1.0, 2, ["11679590", "21295102"], ["Doxorubicin induced NF-kappa B transcriptional activation in association with I-kappa B alpha degradation prior to loss of cell viability. ", "In response to DOX, NF-κB was activated. "]
"CHEMBL3545252", "UPREGULATES", "ENSEMBL:ENSG00000171791", 1.0, 1, ["11685722"], ["In preclinical studies, docetaxel had a higher affinity for tubulin and was shown to be a more potent inducer of bcl-2 phosphorylation than paclitaxel. "]
"CHEMBL116438", "UPREGULATES", "ENSEMBL:ENSG00000204389", 0.9976, 1, ["11795474"], ["Curcumin-resistant tumor cell lines showed significantly higher production of Hsp70, thus mounting a stress response and protecting the cells from the apoptotic cell death. "]
"CHEMBL592868", "UPREGULATES", "HGNC_GENE_FAMILY:171", 1.0, 1, ["11865558"], ["Among their different effects, estrogens increase the density of serotonin receptors and enhance the sensitivity to serotonin agonists. "]
"CHEMBL423192", "UPREGULATES", "ENSEMBL:ENSG00000107643", 1.0, 2, ["11948422", "37224750"], ["Both anisomycin and arsenite activate the JNK pathway and, in addition, inactivate the M3/6 phosphatase. ", "Anisomycin and SP600125 were used as JNK activator and inhibitor, respectively, and NAC served as a positive control. "]
"CHEMBL3182320", "UPREGULATES", "ENSEMBL:ENSG00000100644", 1.0, 1, ["12054621"], ["We report here that the dietary flavonoid quercetin also activates HIF-1 alpha in all steps of its activation pathway, in a manner similar to hypoxia. "]
"CHEMBL45", "UPREGULATES", "ENSEMBL:ENSG00000164742", 0.9997, 1, ["12111545"], ["Melatonin produces a long-lasting sensitization of adenylyl cyclase and thus amplifies cyclic AMP signaling when melatonin levels decline at dawn. "]
"CHEMBL71595", "UPREGULATES", "ENSEMBL:ENSG00000105974", 1.0, 2, ["12134086", "12134086"], ["Interestingly, we show that subcytotoxic level of hydrogen peroxide induces premature senescence in NIH 3T3 cells and increases endogenous caveolin-1 expression. ", "Also, we demonstrate that hydrogen peroxide alone, but not in combination with quercetin, stimulates the caveolin-1 promoter activity. "]
"CHEMBL50", "UPREGULATES", "ENSEMBL:ENSG00000105974", 1.0, 1, ["12134086"], ["Also, we demonstrate that hydrogen peroxide alone, but not in combination with quercetin, stimulates the caveolin-1 promoter activity. "]
"CHEMBL1201498", "UPREGULATES", "ENSEMBL:ENSG00000175634", 0.6992, 1, ["12172555"], ["Target of Rapamycin (TOR) mediates a signalling pathway that couples amino acid availability to S6 kinase (S6K) activation, translational initiation and cell growth. "]
"CHEMBL1588", "UPREGULATES", "ENSEMBL:ENSG00000136448", 1.0, 1, ["12244050"], ["When the ctr6+ gene is overexpressed from the thiamine-inducible nmt1(+) promoter, the cells are unable to grow on medium containing exogenous copper. "]
"CHEMBL70", "UPREGULATES", "HGNC_GENE_FAMILY:245", 0.9997, 1, ["12244149"], ["Morphine also enhanced the constitutive expression of the opioid mu receptor on astroglial cells. "]
"CHEMBL112570", "UPREGULATES", "ENSEMBL:ENSG00000141458", 0.8034, 2, ["12297829", "12297829"], ["Finally, hepatic NPC1 overexpression by adenovirus-mediated gene transfer increased biliary cholesterol secretion by 100% to 150% in both wild-type mice and cholesterol-fed NPC1 (-/-) mice. ", "Finally, hepatic NPC1 overexpression by adenovirus-mediated gene transfer increased biliary cholesterol secretion by 100% to 150% in both wild-type mice and cholesterol-fed NPC1 (-/-) mice. "]
"CHEMBL2348292", "UPREGULATES", "ENSEMBL:ENSG00000112715", 0.7516, 1, ["12414442"], ["Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. "]
"CHEMBL2348292", "UPREGULATES", "HGNC_GENE_FAMILY:1267", 0.998, 2, ["12414442", "12414442"], ["Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. ", "Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. "]
"CHEMBL2348292", "UPREGULATES", "ENSEMBL:ENSG00000138685", 0.9998, 4, ["12414442", "12414442", "12414442", "15072976"], ["Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. ", "Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. ", "Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. ", "DITPA did not cause additional increases in VEGF or Tie-2 values but did induce an increase in bFGF value after 3 days of treatment. "]
"CHEMBL2348292", "UPREGULATES", "ENSEMBL:ENSG00000154188", 0.9987, 1, ["12414442"], ["Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. "]
"CHEMBL2348292", "UPREGULATES", "ENSEMBL:ENSG00000120156", 0.9997, 1, ["12414442"], ["Daily injections (3.75 mg/kg sc) of DITPA to Sprague-Dawley rats affected protein increases in vascular endothelial growth factor (VEGF)(164), VEGF(188,) basic fibroblast growth factor (bFGF) (FGF-2), angiopoietin-1, and Tie-2 during the first few days of treatment. "]
"CHEMBL155886", "UPREGULATES", "ENSEMBL:ENSG00000131781", 1.0, 4, ["12424096", "12424096", "12424096", "12424096"], ["We tested the hypothesis that ceramide induces endothelial dysfunction in small coronary arteries via NADPH oxidase-mediated superoxide and resulting peroxynitrite formation. ", "C(2)-ceramide increased NADPH oxidase activity by 52%, which was blocked by NADPH oxidase inhibitors but not by inhibitors of NO synthase, xanthine oxidase, and mitochondrial electron transport chain enzymes. ", "C(2)-ceramide increased NADPH oxidase activity by 52%, which was blocked by NADPH oxidase inhibitors but not by inhibitors of NO synthase, xanthine oxidase, and mitochondrial electron transport chain enzymes. ", "By Western blot analysis, ceramide-induced NADPH oxidase activation was found to be associated with the translocation of p47(phox) to the membrane. "]
"CHEMBL957", "UPREGULATES", "ENSEMBL:ENSG00000078401", 0.9999, 2, ["12437501", "12437501"], ["However, bosentan also increased plasma levels of ET-1, probably by inhibiting the clearance of ET-1 by endothelin type B (ET(B)) receptors, and this may mean its effectiveness is reduced with long-term clinical use. ", "However, bosentan also increased plasma levels of ET-1, probably by inhibiting the clearance of ET-1 by endothelin type B (ET(B)) receptors, and this may mean its effectiveness is reduced with long-term clinical use. "]
"CHEMBL1200699", "UPREGULATES", "ENSEMBL:ENSG00000113140", 1.0, 2, ["12500936", "12500936"], ["By western analysis, we found low background levels in the MDA-MB-231 BAG and clone X parental cells, and prominent induction of SPARC protein expression after doxycycline treatment in SPARC transfected clones X5, X21, X24 and X75. ", "Doxycycline induction of SPARC also slowed the rate of monolayer wound closure in the cultured wound healing assay. "]
"CHEMBL1201585", "UPREGULATES", "ENSEMBL:ENSG00000140443", 0.9999, 1, ["12503030"], ["Isobologram analysis of combinatorial treatment data revealed a strong synergistic interaction between trastuzumab treatment and the induction of the dominant-negative IGF-1R expression, resulting in potentiation of growth inhibition in transfected cancer cells. "]
"CHEMBL556", "UPREGULATES", "ENSEMBL:ENSG00000156273", 0.9999, 1, ["12511571"], ["Expression of HO-1 was also reduced in human cells when exposed to interferon-gamma or an iron chelator desferrioxamine, each of which induced Bach1 expression. "]
"CHEMBL454950", "UPREGULATES", "ENSEMBL:ENSG00000067182", 0.9848, 1, ["12519399"], ["The positive result of tetracycline hydrochloride treatment was accompanied by certain particularities in the dynamics of studied cytokines and receptors: the concentrations of IL-6, IL-1 beta, TNF-alpha dropped quicker and reached lower levels, and the concentrations of sIL-6R, IL-1RA, sTNFR1 increased faster and reached higher maximum levels in the tetracycline-treated groups. "]
"CHEMBL98", "UPREGULATES", "HGNC_GENE_FAMILY:864", 1.0, 1, ["12576549"], ["We show that SAHA crosses the blood-brain barrier and increases histone acetylation in the brain. "]
